,FID,image,panoId,FFE_gsv_m,camera_dem,pano_lat,pano_lon,target_lat,target_lon,image_date,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m,FFE_gsv_ft,STATIC_BFE,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,ENR_Construction_index_2015,ENR_Construction_index_1998,rsmeans_Construction_index_2015,rsmeans_construction_index_2021,area_ft_unreal_too_low,ENR_Construction_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998_ENR,cost_2015_ENR,cost_2021_ENR,cost_2021_RSMeans,cost_2021_PCI_Family_house,cost_2021_PCI_Family_house,0
5538,13151,9469_29.2819645_-94.8064306_0_328.42.jpg,mMeMoHh_5bRvrDcnvWD4sQ,2.06102752,0.9072617,29.2819645,-94.8064306,29.2821364,-94.80650864,"[2021, 4]",-9999,Nodata,123.8690033,1333.314855,2.06102752,8.761901312,-9999,N,0,-10007.7619,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5541,4586,18634_29.2809018_-94.8068975_0_313.84.jpg,bE_qYghQpz8eP3JZJNggPQ,2.061283427,0.982531088,29.2809018,-94.8068975,29.28105597,-94.80715217,"[2019, 10]",-9999,Nodata,119.1760025,1282.799815,2.061283427,8.762740902,-9999,N,0,-10007.76274,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5542,12933,9125_29.2852253_-94.797724_0_163.72.jpg,#NAME?,2.061741347,0.956114242,29.2852253,-94.797724,29.28506253,-94.79769641,"[2019, 10]",-9999,Nodata,170.7200012,1837.614799,2.061741347,8.764243264,-9999,N,0,-10007.76424,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5544,13331,9743_29.2801687_-94.8096865_0_132.57.jpg,qc-V8rD5XOBNaLAbEnICdg,2.062744478,0.978683504,29.2801687,-94.8096865,29.2800564,-94.80953847,"[2019, 10]",-9999,Nodata,143.2910004,1542.371492,2.062744478,8.767534377,-9999,N,0,-10007.76753,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5545,13332,9744_29.2801687_-94.8096865_0_132.57.jpg,qc-V8rD5XOBNaLAbEnICdg,2.062744478,0.978683504,29.2801687,-94.80968647,29.2800564,-94.80953844,"[2019, 10]",-9999,Nodata,143.2910004,1542.371492,2.062744478,8.767534377,-9999,N,0,-10007.76753,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5551,6139,21901_29.262283_-94.8419366_0_349.78.jpg,K0-ZErZfZS9QxgyyLWaqsQ,2.063644819,0.695777007,29.262283,-94.8419366,29.26243775,-94.8419927,"[2020, 3]",-9999,Nodata,252.345993,2716.229663,2.063644819,8.770488251,-9999,N,0,-10007.77049,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5552,10397,4983_29.3071431_-94.7800492_0_134.03.jpg,F2bC63nj7QCDcvq8971ZOg,2.063657558,0.641134921,29.3071431,-94.78004917,29.30706015,-94.77994694,"[2021, 3]",12,Y,0,0,2.063657558,8.770530046,12,Y,4.729469954,3.229469954,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5556,2908,1537_29.2810419_-94.8172834_0_358.89.jpg,hScUWXDhWCvJJWhJX4WsZQ,2.06406949,0.91933778,29.2810419,-94.8172834,29.281199,-94.81728931,"[2021, 4]",-9999,Nodata,228.5509949,2460.102435,2.06406949,8.771881529,-9999,N,0,-10007.77188,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5559,4713,18846_29.2805871_-94.8081645_0_177.54.jpg,duiANLQw4v3TMsgt0UHcZA,2.064818866,1.00316275,29.28058714,-94.80816453,29.28039722,-94.8081525,"[2020, 3]",-9999,Nodata,126.8430023,1365.326714,2.064818866,8.774340112,-9999,N,0,-10007.77434,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5561,4466,18421_29.2813451_-94.8161294_0_328.39.jpg,mzsDqI6KDkp4vybM-61rcQ,2.065382932,0.915534524,29.2813451,-94.8161294,29.28148107,-94.81618449,"[2021, 4]",-9999,Nodata,146.7310028,1579.399369,2.065382932,8.776190722,-9999,N,0,-10007.77619,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5565,12777,8923_29.2860261_-94.798205_0_312.55.jpg,cE7LRSpF3DeTI8T1O5mKUg,2.066855855,0.920719236,29.2860261,-94.798205,29.28613583,-94.79834097,"[2019, 10]",-9999,Nodata,196.9539948,2119.995156,2.066855855,8.781023146,-9999,N,0,-10007.78102,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5566,826,11819_29.301893_-94.7764502_0_238.50.jpg,2171qwZd3-io_dZJ4bOyDw,2.067111091,1.001296876,29.301893,-94.77645021,29.30186162,-94.77654896,"[2021, 4]",-9999,Nodata,109.1839981,1175.246774,2.067111091,8.781860535,-9999,N,0,-10007.78186,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5569,4201,17907_29.2826285_-94.8160414_0_239.50.jpg,mgY7A2lJWVKh_O9rQhy4Eg,2.067530476,0.879803783,29.2826285,-94.8160414,29.28253302,-94.81626205,"[2021, 4]",-9999,Nodata,246.1130066,2649.138355,2.067530476,8.78323647,-9999,N,0,-10007.78324,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5575,11442,6431_29.2983366_-94.778915_0_237.39.jpg,5z-HTCj6odeMJm4qa8Dm4A,2.068729576,1.24944423,29.2983366,-94.778915,29.29825473,-94.77904534,"[2019, 10]",-9999,Nodata,99.7062988,1073.229668,2.068729576,8.787170525,-9999,N,0,-10007.78717,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5578,13142,9459_29.2822081_-94.809123_0_328.81.jpg,L9pl4xbXSgcfY52Z-xbWqA,2.069853669,0.949676553,29.2822081,-94.809123,29.28235208,-94.80921303,"[2020, 3]",-9999,Nodata,170.6109924,1836.441438,2.069853669,8.790858494,-9999,N,0,-10007.79086,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5579,4150,17838_29.2831131_-94.8057074_0_132.96.jpg,ANWuFdumJQcAR5nEODdy7Q,2.070064952,0.916066395,29.28311315,-94.80570745,29.28299579,-94.80552452,"[2020, 2]",-9999,Nodata,236.0769958,2541.111634,2.070064952,8.79155168,-9999,N,0,-10007.79155,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5582,2730,1507_29.2813149_-94.8180518_0_88.45.jpg,qznlR86DWtlhBKvpOA7RFg,2.070936092,0.863355514,29.2813149,-94.8180518,29.28130058,-94.817849,"[2019, 8]",-9999,Nodata,103.3809967,1112.783787,2.070936092,8.794409751,-9999,N,0,-10007.79441,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5583,4711,18843_29.2801145_-94.8098819_0_11.17.jpg,ImVo5Ieoy1xB3YW0AkOQTA,2.071004312,0.941812135,29.2801145,-94.8098819,29.28032429,-94.80981652,"[2019, 10]",-9999,Nodata,168.427002,1812.933161,2.071004312,8.79463357,-9999,N,0,-10007.79463,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5584,6010,21669_29.2657853_-94.8282679_0_216.68.jpg,p4eCM1rC_RG3vnNv2afv4w,2.071147886,1.574098831,29.2657853,-94.8282679,29.26556716,-94.82855255,"[2021, 4]",-9999,Nodata,352.6579895,3795.979007,2.071147886,8.795104613,-9999,N,0,-10007.7951,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5585,8307,2623_29.2633578_-94.8706042_0_229.21.jpg,9rbGz-7PrGwfC0yX-_S8zg,2.0713798,0.542361989,29.26335778,-94.87060422,29.26324302,-94.87077778,"[2020, 2]",-9999,Nodata,212.6710052,2289.171648,2.0713798,8.795865486,-9999,N,0,-10007.79587,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5586,13461,9986_29.2633578_-94.8706042_0_229.21.jpg,9rbGz-7PrGwfC0yX-_S8zg,2.0713798,0.542361989,29.2633578,-94.8706042,29.26324304,-94.87077776,"[2020, 2]",-9999,Nodata,212.6710052,2289.171648,2.0713798,8.795865486,-9999,N,0,-10007.79587,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5589,3969,17223_29.2843853_-94.8045349_0_341.65.jpg,icyfFeaNZlb4e17vxholaA,2.071660228,0.880481358,29.2843853,-94.80453488,29.28452884,-94.8045878,"[2020, 3]",-9999,Nodata,146.2630005,1574.361835,2.071660228,8.796785525,-9999,N,0,-10007.79679,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5595,12167,7611_29.2931303_-94.7972237_0_223.52.jpg,e8TL4bnuV-mYW1EtWkzFSg,2.074386751,0.80247609,29.2931303,-94.7972237,29.29285301,-94.79753957,"[2021, 4]",10,Y,0,0,2.074386751,8.80573081,10,Y,2.69426919,1.19426919,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5598,11032,5889_29.3010484_-94.7771079_0_149.97.jpg,JaV9PMZmE6xKhJhAz3ztjw,2.075038501,1.013329426,29.3010484,-94.7771079,29.30092409,-94.77702083,"[2017, 5]",-9999,Nodata,89.2527008,960.7080759,2.075038501,8.807869098,-9999,N,0,-10007.80787,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5602,11751,6844_29.2964557_-94.7933565_0_253.04.jpg,oGijVrSmdkZWWFyhRpne4Q,2.075470244,0.749679749,29.2964557,-94.7933565,29.29639965,-94.7934992,"[2021, 4]",11,Y,0,0,2.075470244,8.809285577,11,Y,3.690714423,2.190714423,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5607,4704,18834_29.2804656_-94.8078317_0_251.48.jpg,EcP-KrrcBw9fE6hhZBO0Sg,2.07650405,0.972786116,29.28046563,-94.80783168,29.28041514,-94.80794907,"[2019, 10]",-9999,Nodata,127.2600021,1369.815262,2.07650405,8.812677329,-9999,N,0,-10007.81268,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5608,13449,9956_29.2821463_-94.8167167_0_163.62.jpg,0FGtxVWkvfAsmcFP-RSJKw,2.076562888,0.876244989,29.2821463,-94.8167167,29.28192801,-94.81661591,"[2021, 4]",-9999,Nodata,26.0191994,280.0683315,2.076562888,8.812870367,-9999,N,0,-10007.81287,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5615,4454,18398_29.2815939_-94.8041373_0_342.72.jpg,F0JO6rAiUsdxUDA1K59Faw,2.078391599,0.983127128,29.28159392,-94.80413731,29.28170181,-94.80415309,"[2019, 10]",-9999,Nodata,125.7269974,1353.314137,2.078391599,8.818870075,-9999,N,0,-10007.81887,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5620,3242,15972_29.2876091_-94.8077846_0_88.71.jpg,ypI_RbJjJPKZiHfoc4spOQ,2.079666548,0.793559629,29.2876091,-94.8077846,29.28761695,-94.80761656,"[2020, 3]",10,Y,0,0,2.079666548,8.823052979,10,Y,2.676947021,1.176947021,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5624,3849,17012_29.284997_-94.7985655_0_327.36.jpg,J4v8z1aOa5J_xCg_gQeJ2A,2.080992525,0.940679064,29.284997,-94.7985655,29.28515469,-94.79864511,"[2020, 3]",-9999,Nodata,186.496994,2007.436936,2.080992525,8.827403297,-9999,N,0,-10007.8274,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5625,4661,18747_29.2803748_-94.8161928_0_327.83.jpg,PhHarKI17CjahgfjSOD9YA,2.081032447,0.940542009,29.28037478,-94.8161928,29.28051357,-94.81629699,"[2020, 3]",-9999,Nodata,133.0690002,1432.342797,2.081032447,8.827534275,-9999,N,0,-10007.82753,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5628,11240,6158_29.2995326_-94.7901198_0_177.11.jpg,iooyfVvL7SXTdS2f3umLhw,2.081846822,0.714596644,29.2995326,-94.7901198,29.29943152,-94.79011103,"[2019, 1]",11,Y,0,0,2.081846822,8.830206109,11,Y,3.669793891,2.169793891,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5634,417,10927_29.3067787_-94.7793441_0_71.35.jpg,DdbDvkcoicrTTQs6hGgPsg,2.083200574,0.659723539,29.3067787,-94.7793441,29.3068291,-94.77922786,"[2019, 10]",12,Y,0,0,2.083200574,8.834647552,12,Y,4.665352448,3.165352448,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5635,4923,19224_29.2789541_-94.8124969_0_329.11.jpg,7pIAaeJe1DxmhoqGR-7yvQ,2.08392061,0.964828463,29.2789541,-94.8124969,29.27907183,-94.81257616,"[2021, 4]",-9999,Nodata,156.0690002,1679.912737,2.08392061,8.837009875,-9999,N,0,-10007.83701,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5637,3939,17178_29.2849389_-94.8061359_0_177.98.jpg,GGZ4g93D4U6k8Brc1PrXHA,2.08453101,0.875476431,29.2849389,-94.8061359,29.28476635,-94.8061282,"[2019, 10]",-9999,Nodata,149.052002,1604.382397,2.08453101,8.8390125,-9999,N,0,-10007.83901,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5638,5193,19761_29.277842_-94.8098122_0_174.66.jpg,g2iVWXRHVcpFDCR3Mnd7OQ,2.084600271,1.039767493,29.27784196,-94.80981218,29.2776826,-94.80981895,"[2020, 3]",-9999,Nodata,212.0079956,2282.035072,2.084600271,8.839239734,-9999,N,0,-10007.83924,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5639,238,10508_29.3155448_-94.7729274_0_132.47.jpg,nW0oKyq3nVsFg9WEAFI5Pw,2.084856735,0.988694448,29.3155448,-94.7729274,29.31543201,-94.77277453,"[2016, 4]",-9999,Nodata,202.2449951,2176.947009,2.084856735,8.840081152,-9999,N,0,-10007.84008,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5657,3706,16775_29.2855561_-94.8207347_0_283.58.jpg,MkUfSnl02YUSyaRperKkKw,2.088059387,0.763820819,29.28555611,-94.82073475,29.28572147,-94.82123919,"[2020, 3]",11,Y,0,0,2.088059387,8.85058854,11,Y,3.64941146,2.14941146,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5663,13013,9255_29.283774_-94.8089185_0_253.89.jpg,neZnSkAcvaxftw3QdiLIcQ,2.089266467,0.890704208,29.283774,-94.8089185,29.28376285,-94.8090929,"[2020, 3]",-9999,Nodata,123.0800018,1324.822113,2.089266467,8.854548776,-9999,N,0,-10007.85455,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5664,4775,18957_29.2801945_-94.8095903_0_162.21.jpg,qFYhZQBnXztOGKWesQ-y1w,2.089328411,0.983221017,29.28019452,-94.80959033,29.28006167,-94.80954414,"[2019, 10]",-9999,Nodata,143.2910004,1542.371492,2.089328411,8.854752005,-9999,N,0,-10007.85475,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5665,1287,12573_29.2978431_-94.7929672_0_162.86.jpg,f7KE00Uq9QOHIaYA9NkuPA,2.089357275,0.730085596,29.29784306,-94.79296723,29.29772651,-94.79290515,"[2019, 1]",11,Y,0,0,2.089357275,8.854846703,11,Y,3.645153297,2.145153297,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5666,11547,6576_29.2978431_-94.7929672_0_162.86.jpg,f7KE00Uq9QOHIaYA9NkuPA,2.089357275,0.730085596,29.2978431,-94.7929672,29.29772655,-94.79290512,"[2019, 1]",11,Y,0,0,2.089357275,8.854846703,11,Y,3.645153297,2.145153297,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5667,11548,6577_29.2978431_-94.7929672_0_162.86.jpg,f7KE00Uq9QOHIaYA9NkuPA,2.089357275,0.730085596,29.29784306,-94.79296723,29.29772651,-94.79290515,"[2019, 1]",11,Y,0,0,2.089357275,8.854846703,11,Y,3.645153297,2.145153297,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5673,4198,17903_29.28251_-94.8079749_0_311.63.jpg,ZOyygbYJ6Y20VpW-kgAxTw,2.09118568,0.933904551,29.28251,-94.8079749,29.28265117,-94.80820266,"[2020, 2]",-9999,Nodata,205.7359924,2214.523792,2.09118568,8.860845407,-9999,N,0,-10007.86085,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5677,1811,13397_29.2949637_-94.7858595_0_175.62.jpg,V1CUHQQ5wWrNGQ9hzaDMOw,2.093010067,0.846409819,29.2949637,-94.7858595,29.29483159,-94.785847,"[2019, 10]",11,Y,0,0,2.093010067,8.866830928,11,Y,3.633169072,2.133169072,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5681,13392,9842_29.2785043_-94.8071603_0_266.38.jpg,ljdbA-NaWNzDw0gNaxdX1Q,2.093299479,1.082547658,29.2785043,-94.8071603,29.27849871,-94.80732031,"[2019, 10]",-9999,Nodata,240.7709961,2591.637433,2.093299479,8.867780443,-9999,N,0,-10007.86778,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5682,13071,9340_29.2832146_-94.8016784_0_328.10.jpg,l4KIljlXtaHsOxJBVP1FwQ,2.093299928,0.965253001,29.2832146,-94.8016784,29.28336379,-94.80177051,"[2021, 4]",-9999,Nodata,103.1470032,1110.265102,2.093299928,8.867781916,-9999,N,0,-10007.86778,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5683,13356,9774_29.2796977_-94.8114516_0_177.68.jpg,3FV-P2RGiubJce97mqZTgg,2.093879888,1.012734259,29.2796977,-94.8114516,29.2795796,-94.81143011,"[2019, 10]",-9999,Nodata,153.7449951,1654.897354,2.093879888,8.869684672,-9999,N,0,-10007.86968,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5687,13359,9778_29.2796225_-94.8117526_0_133.79.jpg,qdoATRe7DqcfSvtp5pJIqg,2.094649587,1.001931939,29.2796225,-94.8117526,29.27951376,-94.81158745,"[2019, 10]",-9999,Nodata,137.5299988,1480.360587,2.094649587,8.872209931,-9999,N,0,-10007.87221,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5690,4880,19138_29.2796498_-94.8080602_0_148.18.jpg,KdWaK0UoEvaqKCUPhFbgEA,2.095576363,1.007842334,29.27964985,-94.80806017,29.27951188,-94.8079778,"[2019, 8]",-9999,Nodata,121.7779999,1310.807482,2.095576363,8.875250535,-9999,N,0,-10007.87525,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5692,4797,19001_29.2795971_-94.8154507_0_343.07.jpg,Vnk-Wucf2Dul2bU01MOrIg,2.095786748,0.95845734,29.27959714,-94.81545071,29.27972521,-94.81550907,"[2021, 4]",-9999,Nodata,84.1437988,905.7163124,2.095786748,8.875940774,-9999,N,0,-10007.87594,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5693,2995,1552_29.28074_-94.8184345_0_12.36.jpg,tWBPbDGCQyFPrCHhFKVa9g,2.09584303,0.90058718,29.28074,-94.8184345,29.28091988,-94.81838585,"[2021, 4]",-9999,Nodata,121.0820007,1303.315809,2.09584303,8.876125427,-9999,N,0,-10007.87613,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5694,4406,18317_29.2816529_-94.8149775_0_345.02.jpg,U-_67dQkiqwUsjvVdXS1NA,2.095883753,0.928205698,29.2816529,-94.8149775,29.28179936,-94.81500386,"[2021, 4]",-9999,Nodata,143.3829956,1543.36172,2.095883753,8.876259032,-9999,N,0,-10007.87626,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5701,4460,18408_29.2813963_-94.8122185_0_313.75.jpg,40ghQpUqoG8y3M0SLuamBw,2.096949148,0.938785067,29.2813963,-94.8122185,29.28154866,-94.812336,"[2021, 4]",-9999,Nodata,142.3619995,1532.371809,2.096949148,8.879754423,-9999,N,0,-10007.87975,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5705,319,10743_29.3084844_-94.7820835_0_193.72.jpg,S0VSoYhKT_3dJO_bCti-pg,2.097875262,0.614807168,29.3084844,-94.7820835,29.30834691,-94.78211978,"[2019, 9]",12,Y,0,0,2.097875262,8.882792854,12,Y,4.617207146,3.117207146,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5708,2265,14196_29.3044485_-94.7903612_0_177.63.jpg,-8Mxmx3VSng7FVYKnVghKQ,2.098223991,0.509132768,29.3044485,-94.7903612,29.3043649,-94.79034475,"[2021, 3]",12,Y,0,0,2.098223991,8.883936978,12,Y,4.616063022,3.116063022,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5712,3489,16387_29.2864036_-94.7968178_0_357.61.jpg,hne2Rjs_ixPGje5JdlOxNA,2.098871959,0.925206462,29.28640358,-94.79681776,29.28661473,-94.79679051,"[2016, 10]",-9999,Nodata,173.7689972,1870.433919,2.098871959,8.886062858,-9999,N,0,-10007.88606,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5713,12744,8887_29.2864036_-94.7968178_0_357.61.jpg,hne2Rjs_ixPGje5JdlOxNA,2.098871959,0.925206462,29.2864036,-94.7968178,29.28661475,-94.79679055,"[2016, 10]",-9999,Nodata,173.7689972,1870.433919,2.098871959,8.886062858,-9999,N,0,-10007.88606,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5716,12691,8815_29.2868063_-94.7975549_0_73.55.jpg,6HYfrVCvBF-ZWTtetuJYag,2.09901593,0.896311351,29.2868063,-94.7975549,29.2868524,-94.79738679,"[2020, 3]",-9999,Nodata,122.0559998,1313.799848,2.09901593,8.886535203,-9999,N,0,-10007.88654,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5718,4875,19130_29.2789675_-94.8178412_0_13.29.jpg,qN-8nVpcYiARuC3RHZwjZw,2.099132462,0.97333681,29.27896751,-94.81784125,29.27919139,-94.81772757,"[2021, 4]",-9999,Nodata,140.0870056,1507.883979,2.099132462,8.886917526,-9999,N,0,-10007.88692,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5719,4906,19181_29.2789675_-94.8178412_0_13.29.jpg,qN-8nVpcYiARuC3RHZwjZw,2.099132462,0.97333681,29.27896751,-94.81784125,29.27919139,-94.81772757,"[2021, 4]",-9999,Nodata,140.0870056,1507.883979,2.099132462,8.886917526,-9999,N,0,-10007.88692,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5722,4491,18451_29.2812651_-94.8164322_0_358.28.jpg,ywfPiM8XkUmZ96TTfrdvmw,2.099214052,0.91962192,29.2812651,-94.8164322,29.28142195,-94.81641139,"[2021, 4]",-9999,Nodata,100.0339966,1076.756978,2.099214052,8.88718521,-9999,N,0,-10007.88719,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5724,13319,9728_29.2802715_-94.809307_0_133.60.jpg,Pc_QNE0XWOdDgvRl-zCUdA,2.100043798,0.996301905,29.2802715,-94.809307,29.28013504,-94.80905385,"[2019, 10]",-9999,Nodata,158.0189972,1700.90233,2.100043798,8.889907474,-9999,N,0,-10007.88991,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5725,9344,29287_29.1030859_-95.098461_0_57.24.jpg,VMNREmSsP6LUmGgYvj9Q9Q,2.100249863,0.63023515,29.1030859,-95.098461,29.10318125,-95.09829394,"[2016, 10]",14,Y,0,0,2.100249863,8.89058354,14,Y,6.60941646,5.10941646,0.838,1.1,10035,5920,88.8,121.1,Y,12133,72.5,114,156,0,0,0,0,0,0,0
5731,4438,18375_29.2816459_-94.8039444_0_327.98.jpg,7n63r7KSDvSN8TWTOMw4Jw,2.101496264,0.986321555,29.2816459,-94.8039444,29.28181786,-94.80401485,"[2019, 10]",-9999,Nodata,142.4080048,1532.867006,2.101496264,8.894672782,-9999,N,0,-10007.89467,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5735,13153,9470_29.2819391_-94.8065274_0_328.52.jpg,kPOasJX-65CBpWCztGjDxQ,2.102054076,0.912881924,29.2819391,-94.8065274,29.28209423,-94.8066107,"[2021, 4]",-9999,Nodata,165.4530029,1780.921301,2.102054076,8.896502874,-9999,N,0,-10007.8965,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5736,13166,9495_29.2819391_-94.8065274_0_328.52.jpg,kPOasJX-65CBpWCztGjDxQ,2.102054076,0.912881924,29.28193914,-94.80652736,29.28209427,-94.80661066,"[2021, 4]",-9999,Nodata,165.4530029,1780.921301,2.102054076,8.896502874,-9999,N,0,-10007.8965,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5738,6128,21883_29.2624209_-94.8415919_0_336.00.jpg,FGacuHxOYdv-VhMOtH0vbw,2.102314398,0.691007386,29.2624209,-94.8415919,29.262557,-94.84169202,"[2020, 3]",-9999,Nodata,216.8009949,2333.626487,2.102314398,8.897356949,-9999,N,0,-10007.89736,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
5739,8377,2661_29.2630297_-94.8419496_0_155.43.jpg,L4_oBZG65V9OtlRcPk4Jvg,2.102364434,0.648437746,29.26302974,-94.8419496,29.26289173,-94.8418825,"[2020, 3]",-9999,Nodata,227.348999,2447.164259,2.102364434,8.897521109,-9999,N,0,-10007.89752,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,0,0
