,FID,image,panoId,FFE_gsv_m,camera_dem,pano_lat,pano_lon,target_lat,target_lon,image_date,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m,FFE_gsv_ft,STATIC_BFE,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,ENR_Construction_index_2015,ENR_Construction_index_1998,rsmeans_Construction_index_2015,rsmeans_construction_index_2021,area_ft_unreal_too_low,ENR_Construction_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998_ENR,cost_2015_ENR,cost_2021_ENR,cost_2021_RSMeans,0.256,ORIGIN,-0.079
4647,12751,8895_29.2866294_-94.803099_0_163.08.jpg,s_X8CYrmssl1Oonne2lFKA,1.907323698,0.889239545,29.28662937,-94.80309901,29.28650558,-94.80307566,"[2021, 4]",10,Y,99.6613998,1072.746379,1.907323698,6.513623681,10,Y,4.986376319,3.486376319,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20639.40674,28609.61402,35447.67206,32695.44063,32807.69844,33135.09705,33236.13022
6568,3666,16710_29.2854065_-94.8273707_0_313.14.jpg,n8B3lXaDFeWlKyBJbbTYeQ,2.350248476,0.579704986,29.2854065,-94.8273707,29.28551169,-94.82749821,"[2017, 9]",11,Y,101.3830032,1091.277564,2.350248476,7.966788963,11,Y,4.533211037,3.033211037,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20625.04587,28589.70749,35423.00762,32672.69119,32784.87089,33117.92516,33220.70363
4955,1546,12979_29.2956616_-94.8179664_0_76.26.jpg,eu-N-C7bYIl9XKBQW2L0HA,1.95810634,0.583644353,29.2956616,-94.8179664,29.29570967,-94.81784579,"[2020, 2]",12,Y,92.9253998,1000.240679,1.95810634,6.680233399,12,Y,6.819766601,5.319766601,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20619.7865,28582.41715,35413.97479,32664.35969,32776.51078,33081.7809,33175.98535
6313,1452,12824_29.2964077_-94.8120412_0_283.11.jpg,z_FKDPQJUqCmhiEaY8Q6XQ,2.25696779,0.445446648,29.2964077,-94.8120412,29.29641376,-94.81217563,"[2019, 10]",12,Y,96.3177032,1036.755129,2.25696779,7.660749967,12,Y,5.839250033,4.339250033,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20610.10881,28569.00227,35397.35359,32649.029,32761.12745,33077.54166,33175.1851
6314,1459,12832_29.2964077_-94.8120412_0_283.11.jpg,z_FKDPQJUqCmhiEaY8Q6XQ,2.25696779,0.445446648,29.29640766,-94.81204118,29.29641372,-94.81217561,"[2019, 10]",12,Y,96.3177032,1036.755129,2.25696779,7.660749967,12,Y,5.839250033,4.339250033,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20610.10881,28569.00227,35397.35359,32649.029,32761.12745,33077.54166,33175.1851
2703,11527,6546_29.2974427_-94.7944869_0_14.40.jpg,DiO3Kywj4JG6dXiCdjzr9g,1.517680025,0.709205766,29.2974427,-94.7944869,29.29755347,-94.79448357,"[2019, 1]",11,Y,91.4376984,984.2271943,1.517680025,5.235265174,11,Y,7.264734826,5.764734826,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20618.13369,28580.12608,35411.13613,32661.74143,32773.88353,33074.26638,33166.96266
2709,11528,6547_29.2974663_-94.7943869_0_314.21.jpg,sdt6llTA0fH1XEkO3MFbaw,1.518947107,0.72827764,29.2974663,-94.7943869,29.29754251,-94.79450124,"[2019, 1]",11,Y,91.4376984,984.2271943,1.518947107,5.239422267,11,Y,7.260577733,5.760577733,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20615.06505,28575.87243,35405.86581,32656.88031,32769.00572,33069.38857,33162.08485
59,10205,4659_29.3103055_-94.7842992_0_282.41.jpg,avmz__pDz9giwpVNi0TpqQ,0.23040977,0.459554943,29.3103055,-94.7842992,29.3103319,-94.78441235,"[2021, 3]",12,Y,73.5951996,792.1721356,0.23040977,1.011937566,12,Y,12.48806243,10.98806243,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20587.01892,28536.99588,35357.69727,32612.45167,32724.42454,33046.78227,33146.25984
6625,3604,16602_29.2853806_-94.8274688_0_359.07.jpg,50CwmcIpTiSJa9ngilM_Iw,2.369687398,0.574465735,29.2853806,-94.8274688,29.28551014,-94.82749783,"[2017, 9]",11,Y,101.3830032,1091.277564,2.369687398,8.030564954,11,Y,4.469435046,2.969435046,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20572.84789,28517.3525,35333.35888,32590.00296,32701.89875,33034.95303,33137.73149
6626,3635,16652_29.2853806_-94.8274688_0_359.07.jpg,50CwmcIpTiSJa9ngilM_Iw,2.369687398,0.574465735,29.28538058,-94.82746881,29.28551012,-94.82749784,"[2017, 9]",11,Y,101.3830032,1091.277564,2.369687398,8.030564954,11,Y,4.469435046,2.969435046,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20572.84789,28517.3525,35333.35888,32590.00296,32701.89875,33034.95303,33137.73149
4267,10406,4999_29.3065736_-94.7767908_0_101.37.jpg,Sh9zY5yf6ZsbzmNTwJpUwA,1.836326723,0.697291232,29.3065736,-94.7767908,29.30651464,-94.77660598,"[2019, 9]",11,Y,94.8277969,1020.717911,1.836326723,6.280693973,11,Y,6.219306027,4.719306027,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20582.24541,28530.37901,35349.49889,32604.88983,32716.83673,33028.35643,33124.48947
4059,12797,8942_29.2858352_-94.8096205_0_43.30.jpg,sdVbe78wyxoLk2jO_i8jNQ,1.797595855,0.826721849,29.2858352,-94.8096205,29.28596451,-94.80948599,"[2021, 4]",10,Y,97.9439011,1054.259377,1.797595855,6.153624196,10,Y,5.346375804,3.846375804,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20568.37047,28511.14606,35325.66902,32582.91016,32694.7816,33016.53804,33115.83007
5315,485,11052_29.3056474_-94.7876366_0_102.84.jpg,Ej2maKDJspOWlKwlP_iLtQ,2.018892045,0.507602955,29.30564743,-94.78763662,29.30559307,-94.787446,"[2019, 10]",12,Y,93.3879013,1005.219004,2.018892045,6.879661565,12,Y,6.620338435,5.120338435,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20572.06206,28516.26321,35332.00924,32588.75811,32700.64963,33007.43911,33102.11243
5316,10481,5121_29.3056474_-94.7876366_0_102.84.jpg,Ej2maKDJspOWlKwlP_iLtQ,2.018892045,0.507602955,29.3056474,-94.7876366,29.30559304,-94.78744598,"[2019, 10]",12,Y,93.3879013,1005.219004,2.018892045,6.879661565,12,Y,6.620338435,5.120338435,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20572.06206,28516.26321,35332.00924,32588.75811,32700.64963,33007.43911,33102.11243
3250,11115,5991_29.3005338_-94.7826195_0_163.23.jpg,5nqRbDkXVBulUrsCX8xGAw,1.634829074,0.801166795,29.3005338,-94.7826195,29.30040585,-94.7825744,"[2019, 1]",11,Y,92.4587021,995.2171866,1.634829074,5.619612448,11,Y,6.880387552,5.380387552,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20561.47635,28501.58968,35313.82854,32571.989,32683.82294,32987.55991,33081.29124
5393,1457,12830_29.2965449_-94.795903_0_88.05.jpg,a409RL3lqdYdpz08DXY6eA,2.031119192,0.702478561,29.2965449,-94.795903,29.2965833,-94.79570608,"[2019, 1]",11,Y,96.9657974,1043.731157,2.031119192,6.919776877,11,Y,5.580223123,4.080223123,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20546.02248,28480.16807,35287.2869,32547.50811,32659.258,32977.80127,33076.10173
1656,10426,5025_29.3067505_-94.7815545_0_193.15.jpg,Bas0E69heVAnrKhyEWKurQ,1.261843997,0.647835093,29.3067505,-94.7815545,29.30622904,-94.78180855,"[2021, 3]",12,Y,84.2341003,906.6883097,1.261843997,4.395908127,12,Y,9.104091873,7.604091873,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20494.86585,28409.25657,35199.42665,32466.46952,32577.94116,32946.89883,33060.75686
4164,12796,8941_29.2859232_-94.8096509_0_58.29.jpg,dWfJtiSWqANSLtYGXG5X6A,1.817495952,0.830015761,29.2859232,-94.8096509,29.28596842,-94.80949754,"[2021, 4]",10,Y,97.9439011,1054.259377,1.817495952,6.218913228,10,Y,5.281086772,3.781086772,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20516.74679,28439.58714,35237.00662,32501.1317,32612.72235,32934.4788,33033.77083
6440,3173,1585_29.2809474_-94.8191673_0_253.63.jpg,rb2Y6tw2DygBdY-aIYsisQ,2.297812445,0.909392239,29.2809474,-94.8191673,29.28090793,-94.81931744,"[2020, 3]",10,Y,104.0299988,1119.769588,2.297812445,7.794754741,10,Y,3.705245259,2.205245259,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20468.19433,28372.28544,35153.61897,32424.21844,32535.54501,32877.29496,32982.75685
6441,4588,18639_29.2809474_-94.8191673_0_253.63.jpg,rb2Y6tw2DygBdY-aIYsisQ,2.297812445,0.909392239,29.28094735,-94.81916735,29.28090788,-94.81931749,"[2020, 3]",10,Y,104.0299988,1119.769588,2.297812445,7.794754741,10,Y,3.705245259,2.205245259,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20468.19433,28372.28544,35153.61897,32424.21844,32535.54501,32877.29496,32982.75685
4732,4600,18655_29.2807872_-94.8284466_0_229.62.jpg,myY3rDLQcj19ttdpGKa2zg,1.919508131,0.491222887,29.2807872,-94.8284466,29.28071568,-94.82859436,"[2016, 6]",11,Y,95.3422012,1026.254913,1.919508131,6.553598855,11,Y,5.946401145,4.446401145,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20483.84369,28393.97803,35180.49636,32449.00901,32560.4207,32873.63028,32970.2848
4945,12224,7814_29.2920815_-94.8112127_0_148.30.jpg,z4uaZHDLOSqUvnYXZ_OFMw,1.956639789,0.717201499,29.2920815,-94.8112127,29.29198585,-94.81114163,"[2019, 10]",11,Y,95.6663971,1029.744528,1.956639789,6.67542188,11,Y,5.82457812,4.32457812,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20459.41077,28360.11,35138.53343,32410.30417,32521.58298,32835.85757,32932.84075
6497,1432,12798_29.2964941_-94.8120695_0_225.46.jpg,bwleLd6MAFD1FkzQPR4pBg,2.320891538,0.424035091,29.2964941,-94.8120695,29.29641543,-94.81217567,"[2019, 10]",12,Y,96.3177032,1036.755129,2.320891538,7.87047355,12,Y,5.62952645,4.12952645,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20447.03481,28342.95487,35117.27802,32390.69908,32501.91057,32818.32478,32915.96822
2769,3163,15841_29.2877222_-94.8252102_0_268.42.jpg,YgZXP-O7_9XeXxJM6J2GZw,1.532589535,0.723198735,29.2877222,-94.8252102,29.28768868,-94.82537554,"[2021, 4]",11,Y,90.8816986,978.2424622,1.532589535,5.284180889,11,Y,7.215819111,5.715819111,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20456.87366,28356.59313,35134.17599,32406.28505,32517.55006,32816.1064,32908.23902
5859,12705,8833_29.2869743_-94.8055064_0_132.61.jpg,csnsWph4ChwTYvud0TyL0g,2.127852267,0.826190195,29.2869743,-94.8055064,29.28686474,-94.80527951,"[2021, 4]",10,Y,101.473999,1092.257035,2.127852267,7.237142608,10,Y,4.262857392,2.762857392,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20422.08602,28308.37175,35074.42909,32351.17703,32462.25282,32795.60603,32898.47674
4238,2195,14051_29.2923046_-94.8139756_0_179.86.jpg,7UF1UjjjjfHgRnu4_1HyGA,1.831420306,0.678835454,29.2923046,-94.8139756,29.29217004,-94.81395664,"[2019, 1]",11,Y,93.9944992,1011.748369,1.831420306,6.264596804,11,Y,6.235403196,4.735403196,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20413.59398,28296.60038,35059.84422,32337.72455,32448.75416,32757.53639,32852.82466
3542,12129,7491_29.2939971_-94.7858652_0_191.66.jpg,mzVe3w8pUR3LdB4iu2tC8g,1.696568262,0.894628532,29.2939971,-94.7858652,29.2938054,-94.78591939,"[2019, 10]",11,Y,92.4132996,994.7284782,1.696568262,5.822168839,11,Y,6.677831161,5.177831161,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20400.26303,28278.12149,35036.94865,32316.60664,32427.56374,32731.15156,32824.83686
2699,2333,14387_29.2917532_-94.8197572_0_175.02.jpg,7f1_-0E2mCQIxEYStGEFOQ,1.515891931,0.663725185,29.2917532,-94.8197572,29.29149181,-94.81979773,"[2019, 1]",11,Y,90.4639969,973.7463586,1.515891931,5.229398724,11,Y,7.270601276,5.770601276,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20402.8597,28281.72089,35041.40835,32320.72008,32431.69131,32728.87545,32820.58462
8255,5040,19481_29.2782133_-94.8296541_0_125.56.jpg,cdDG7R6RuYOzAW6TeKR5xg,3.700232189,0.224649333,29.27821329,-94.82965407,29.27809145,-94.82940949,"[2020, 3]",11,N,112.4869995,1210.799986,3.700232189,12.39586939,11,Y,0.104130614,-1.395869386,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20583.59976,28532.25636,35351.82495,32607.03529,32718.98956,32718.98956,32718.98956
5729,2550,14726_29.2911511_-94.7967154_0_177.40.jpg,0_R8Mjpgm4Nxxe0tmJdnIA,2.100688709,0.829040457,29.2911511,-94.7967154,29.29105465,-94.79671179,"[2019, 10]",10,Y,100.7770004,1084.754604,2.100688709,7.148023323,10,Y,4.351976677,2.851976677,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20354.31642,28214.43193,34958.03647,32243.82137,32354.52857,32685.59206,32787.75618
8238,11536,6561_29.2974365_-94.8110877_0_285.34.jpg,zWV_oWl21FwJ7jpywIA-Xg,3.680302665,0.422465238,29.2974365,-94.8110877,29.29745146,-94.81128595,"[2019, 10]",12,N,112.2490005,1208.238186,3.680302665,12.33048381,12,Y,1.169516191,-0.330483809,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20540.04916,28471.88806,35277.02787,32538.04561,32649.76301,32649.76301,32649.76301
3230,11526,6545_29.2974195_-94.7945869_0_14.44.jpg,14XBtxAELX0apW_amR4MSw,1.631014919,0.713771694,29.2974195,-94.7945869,29.29753915,-94.7945196,"[2019, 1]",11,Y,91.4376984,984.2271943,1.631014919,5.607098816,11,Y,6.892901184,5.392901184,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20343.65711,28199.65636,34939.72936,32226.93567,32337.58489,32637.96774,32730.66402
6952,12037,7230_29.2944058_-94.8096048_0_311.83.jpg,CjHE3wvwaTRgdbw5sXRQ5w,2.533324104,0.673926451,29.2944058,-94.8096048,29.2945056,-94.80979409,"[2016, 9]",11,Y,102.3099976,1101.255649,2.533324104,8.567430787,11,Y,3.932569213,2.432569213,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20317.5356,28163.44766,34894.86632,32185.55589,32296.06303,32632.16259,32735.88081
3260,1184,12392_29.2982445_-94.7964776_0_282.65.jpg,pQQ8Ng0duLa9cL-lFeXLoQ,1.636606984,0.721922868,29.2982445,-94.7964776,29.29824685,-94.79661101,"[2019, 1]",11,Y,91.4376984,984.2271943,1.636606984,5.625445486,11,Y,6.874554514,5.374554514,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20330.11414,28180.88358,34916.46965,32205.48188,32316.05745,32616.4403,32709.13657
6430,11160,6050_29.3002664_-94.7800012_0_178.83.jpg,W5Be3TA6A8C0Wr2Z66c1nw,2.293655457,0.779929792,29.3002664,-94.7800012,29.30009632,-94.78004119,"[2019, 10]",11,Y,99.1026001,1066.73151,2.293655457,7.781116329,11,Y,4.718883671,3.218883671,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20309.67482,28152.55133,34881.36563,32173.10342,32283.56781,32609.13071,32709.59738
6431,11161,6051_29.3002664_-94.7800012_0_178.83.jpg,W5Be3TA6A8C0Wr2Z66c1nw,2.293655457,0.779929792,29.30026636,-94.7800012,29.30009628,-94.78004119,"[2019, 10]",11,Y,99.1026001,1066.73151,2.293655457,7.781116329,11,Y,4.718883671,3.218883671,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20309.67482,28152.55133,34881.36563,32173.10342,32283.56781,32609.13071,32709.59738
3706,1854,1346_29.2826996_-94.8252896_0_149.26.jpg,8nQLLlwIucDUJVNtOIjM8Q,1.728995905,0.662165396,29.2826996,-94.8252896,29.28258706,-94.82524162,"[2019, 8]",10,Y,95.8999023,1032.257957,1.728995905,5.928558743,10,Y,5.571441257,4.071441257,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20313.37177,28157.6759,34887.71504,32178.95984,32289.44434,32604.48603,32701.70592
3707,4219,17935_29.2826996_-94.8252896_0_149.26.jpg,8nQLLlwIucDUJVNtOIjM8Q,1.728995905,0.662165396,29.28269959,-94.82528964,29.28258705,-94.82524166,"[2019, 8]",10,Y,95.8999023,1032.257957,1.728995905,5.928558743,10,Y,5.571441257,4.071441257,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20313.37177,28157.6759,34887.71504,32178.95984,32289.44434,32604.48603,32701.70592
4408,4360,18240_29.2815786_-94.818769_0_329.45.jpg,QC1TIKuIalaj-rNWUiLGpQ,1.863863535,0.901907594,29.2815786,-94.818769,29.28173429,-94.81883396,"[2020, 2]",10,Y,97.5258026,1049.759003,1.863863535,6.371037844,10,Y,5.128962156,3.628962156,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20309.39519,28152.1637,34880.88536,32172.66043,32283.1233,32603.50625,32702.37443
4409,4409,18307_29.2815786_-94.818769_0_329.45.jpg,QC1TIKuIalaj-rNWUiLGpQ,1.863863535,0.901907594,29.28157859,-94.81876904,29.28173428,-94.818834,"[2020, 2]",10,Y,97.5258026,1049.759003,1.863863535,6.371037844,10,Y,5.128962156,3.628962156,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20309.39519,28152.1637,34880.88536,32172.66043,32283.1233,32603.50625,32702.37443
6433,1088,1223_29.2841825_-94.8196568_0_147.91.jpg,ydz3vWKdt-s5XtsN5dn0Aw,2.296906549,0.834686116,29.28418247,-94.81965675,29.28405998,-94.81959057,"[2020, 3]",10,Y,103.1480026,1110.27586,2.296906549,7.791782641,10,Y,3.708217359,2.208217359,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20297.13399,28135.16766,34859.82705,32153.23714,32263.63332,32602.48581,32707.05357
6434,1112,1227_29.2841825_-94.8196568_0_147.91.jpg,ydz3vWKdt-s5XtsN5dn0Aw,2.296906549,0.834686116,29.28418247,-94.81965675,29.28405998,-94.81959057,"[2020, 3]",10,Y,103.1480026,1110.27586,2.296906549,7.791782641,10,Y,3.708217359,2.208217359,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20297.13399,28135.16766,34859.82705,32153.23714,32263.63332,32602.48581,32707.05357
5426,2776,1516_29.2815775_-94.8223525_0_162.59.jpg,EJEDuvX1JiHLGz-MII3oyg,2.036789619,0.858320138,29.2815775,-94.8223525,29.28143895,-94.82233805,"[2021, 4]",10,Y,99.6626968,1072.76034,2.036789619,6.93838064,10,Y,4.56161936,3.06161936,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20297.92853,28136.26903,34861.19165,32154.49579,32264.89629,32592.29917,32693.33365
8054,497,11093_29.3056138_-94.7764755_0_269.32.jpg,ov-SCIx5QqmHOgr1wryhvw,3.481479622,0.672078308,29.30561376,-94.7764755,29.3056297,-94.77659696,"[2019, 9]",11,N,111.8779984,1204.244752,3.481479622,11.67817724,11,Y,0.821822762,-0.678177238,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20472.16079,28377.78362,35160.43127,32430.50182,32541.84997,32541.84997,32541.84997
8055,501,11098_29.3056138_-94.7764755_0_269.32.jpg,ov-SCIx5QqmHOgr1wryhvw,3.481479622,0.672078308,29.30561376,-94.7764755,29.3056297,-94.77659696,"[2019, 9]",11,N,111.8779984,1204.244752,3.481479622,11.67817724,11,Y,0.821822762,-0.678177238,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20472.16079,28377.78362,35160.43127,32430.50182,32541.84997,32541.84997,32541.84997
8104,490,11074_29.3056997_-94.7765023_0_239.05.jpg,sapoGp1mCST9_5Nm4YzZrA,3.528478513,0.671184613,29.3056997,-94.7765023,29.30562831,-94.77659774,"[2019, 9]",11,N,111.8779984,1204.244752,3.528478513,11.83237307,11,Y,0.667626926,-0.832373074,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20472.16079,28377.78362,35160.43127,32430.50182,32541.84997,32541.84997,32541.84997
4117,4543,18553_29.2812854_-94.8234667_0_193.41.jpg,U6HIH1dQd5u2UqrCCUcFmA,1.809029781,0.807969287,29.2812854,-94.82346668,29.28083396,-94.82361207,"[2021, 4]",10,Y,96.6436005,1040.263058,1.809029781,6.191137077,10,Y,5.308862923,3.808862923,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20266.03789,28092.06335,34806.42026,32103.97697,32214.20402,32531.68883,32629.66266
7972,1151,12355_29.2984877_-94.7814579_0_72.93.jpg,yocwwb9AcfnJBk4qGHnXDw,3.410235417,0.84387509,29.2984877,-94.7814579,29.29854241,-94.78133785,"[2019, 10]",11,N,111.8320007,1203.749637,3.410235417,11.44443641,11,Y,1.055563593,-0.444436407,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20463.74383,28366.11633,35145.97535,32417.16829,32528.47066,32528.47066,32528.47066
4918,2785,15182_29.2890015_-94.8302526_0_315.77.jpg,v_xEE0JhbTv2ipC5jxp8GQ,1.952877665,0.620401448,29.2890015,-94.83025256,29.28913271,-94.83036213,"[2016, 9]",12,Y,91.3026962,982.7740427,1.952877665,6.663078953,12,Y,6.836921047,5.336921047,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20272.35906,28100.82555,34817.27673,32113.99052,32224.25195,32524.19131,32616.75072
7754,12774,8920_29.2862101_-94.8023309_0_102.77.jpg,OdXpRyXChxQDWUXGgIcBSA,3.211314063,0.900257186,29.2862101,-94.8023309,29.28620996,-94.80215245,"[2019, 10]",10,N,111.6959991,1202.285728,3.211314063,10.79180729,10,Y,0.708192707,-0.791807293,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20438.85738,28331.61961,35103.23348,32377.74499,32488.912,32488.912,32488.912
1253,3323,16089_29.2873409_-94.802705_0_87.61.jpg,S-dNEFeXMUoLyWz0E2aA0A,1.164394666,0.87863307,29.28734086,-94.80270501,29.28731207,-94.80252312,"[2019, 10]",10,Y,89.2997971,961.2150162,1.164394666,4.076192474,10,Y,7.423807526,5.923807526,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20250.73921,28070.85686,34780.14516,32079.74191,32189.88575,32483.24537,32573.77432
7450,408,10908_29.3069275_-94.7756212_0_57.71.jpg,FSBXy9O5DhrbQakQjZ6J2w,2.919757725,0.619609418,29.3069275,-94.7756212,29.3069986,-94.77549623,"[2019, 9]",11,Y,107.2799988,1154.752297,2.919757725,9.835257628,11,Y,2.664742372,1.164742372,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20206.49863,28009.53214,34704.16306,32009.65922,32119.56244,32471.98899,32580.74562
852,12598,8693_29.2874687_-94.8027524_0_56.17.jpg,qF8hkGOsyDv5OO4K-D6qJA,1.026256618,0.852309458,29.2874687,-94.8027524,29.28757702,-94.80261273,"[2019, 10]",10,Y,87.7212982,944.2241955,1.026256618,3.622983655,10,Y,7.877016345,6.377016345,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20213.7271,28019.55199,34716.57777,32021.11003,32131.05256,32469.13792,32587.70954
4315,1429,12788_29.2966535_-94.7974511_0_326.73.jpg,myfi5ixapvgNC9KtidUuiw,1.84624933,0.749244819,29.2966535,-94.7974511,29.29676133,-94.79752986,"[2019, 1]",11,Y,93.2969971,1004.240519,1.84624933,6.313248458,11,Y,6.186751542,4.686751542,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20225.46798,28035.82678,34736.74245,32039.70908,32149.71547,32456.20633,32550.78749
6647,11650,6692_29.2969062_-94.792829_0_343.94.jpg,gbTShIcZtUN_aHAqglA2rg,2.377916763,0.77007676,29.2969062,-94.792829,29.29705894,-94.79287576,"[2018, 8]",11,Y,99.706398,1073.230736,2.377916763,8.057564183,11,Y,4.442435817,2.942435817,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20210.8954,28015.6268,34711.71441,32016.62428,32126.55141,32454.09785,32555.17663
7440,3139,15797_29.2882288_-94.7955482_0_222.34.jpg,5R9bR2L5liJ23NfzM0CE4w,2.904633122,0.909636483,29.28822881,-94.79554824,29.28806115,-94.79567009,"[2016, 10]",10,Y,111.5080032,1200.262157,2.904633122,9.785636227,10,Y,1.714363773,0.214363773,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20404.45667,28283.93457,35044.15112,32323.2499,32434.22981,32434.22981,32504.86551
177,2301,1428_29.2817498_-94.825347_0_328.55.jpg,XrtsH9iGQwcQNE2o3quThg,0.527676629,0.621890384,29.2817498,-94.825347,29.28208421,-94.82557974,"[2020, 2]",11,Y,78.0587997,840.2179272,0.527676629,1.987222536,11,Y,10.51277746,9.012777464,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20175.96611,27967.20904,34651.72421,31961.29183,32071.02898,32412.93793,32518.44889
7700,10831,5582_29.3029278_-94.7792765_0_87.52.jpg,uNd4i2KLKBvlaCbyPAhT7A,3.16994433,0.709083317,29.3029278,-94.7792765,29.30295945,-94.77913465,"[2019, 10]",11,Y,110.8570023,1193.254842,3.16994433,10.65607982,11,Y,1.843920177,0.343920177,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20285.33231,28118.8086,34839.55796,32134.54179,32244.87378,32387.01702,32499.39989
7701,10839,5583_29.3029278_-94.7792765_0_87.52.jpg,uNd4i2KLKBvlaCbyPAhT7A,3.16994433,0.709083317,29.30292781,-94.77927651,29.30295946,-94.77913466,"[2019, 10]",11,Y,110.8570023,1193.254842,3.16994433,10.65607982,11,Y,1.843920177,0.343920177,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20285.33231,28118.8086,34839.55796,32134.54179,32244.87378,32387.01702,32499.39989
3092,2377,14456_29.2912735_-94.8197819_0_14.99.jpg,cDyjATW-JH4gw_abelS8sg,1.605779661,0.621134761,29.2912735,-94.8197819,29.29143851,-94.81973806,"[2020, 3]",11,Y,90.4639969,973.7463586,1.605779661,5.524305974,11,Y,6.975694026,5.475694026,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20187.48605,27983.17758,34671.50942,31979.54089,32089.34069,32386.52483,32478.234
