,Unnamed: 0,FID,image,panoId,FFE_gsv_m,camera_dem,pano_lat,pano_lon,target_lat,target_lon,image_date,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m.1,FFE_gsv_ft,STATIC_BFE.1,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,ENR_Construction_index_2015,ENR_Construction_index_1998,rsmeans_Construction_index_2015,rsmeans_construction_index_2021,area_ft_unreal_too_low,ENR_Construction_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998_ENR,cost_2015_ENR,cost_2021_ENR,cost_2021_RSMeans,cost_2021_PCI_Family_house,is_residential
6936,4888,12022,7206_29.2949362_-94.7859566_0_327.13.jpg,nrjyj7gLewzqZ2A49YctLw,1.959765392,0.856500336,29.29493619,-94.78595659,29.29506556,-94.78603132,"[2019, 10]",11,Y,114.0159988,1227.257997,1.959765392,6.429676483,11,Y,6.070323517,4.570323517,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24609.88877,35542.24986,36011.37922,40618.14743,40757.60737,Y
6976,4754,12023,7207_29.2949096_-94.7860574_0_358.08.jpg,rzlqeJYGSBzIYvBV_3DvrA,2.010768198,0.85735697,29.2949096,-94.7860574,29.29506388,-94.78603347,"[2019, 10]",11,Y,114.0159988,1227.257997,2.010768198,6.597008524,11,Y,5.902991476,4.402991476,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24455.86908,35319.81057,35786.00391,40363.9409,40502.52803,Y
7683,467,3686,16742_29.2857326_-94.7994157_0_316.11.jpg,Oul38lS9h5JDDroPDbxaPQ,2.60209309,0.921384457,29.28573264,-94.79941571,29.28582522,-94.79952404,"[2016, 10]",10,Y,113.9720001,1226.784399,2.60209309,8.53705082,10,Y,2.96294918,1.46294918,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,21741.33306,31399.40612,31813.85324,35883.65148,36006.85581,Y
6667,5817,968,12039_29.3004113_-94.7867579_0_163.86.jpg,dpH2pACpoH-lvyATCdAfjA,1.632803659,0.738807375,29.3004113,-94.78675787,29.30025729,-94.78673876,"[2019, 8]",11,Y,113.9229965,1226.256929,1.632803659,5.356967385,11,Y,7.143032615,5.643032615,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25576.37732,36938.0781,37425.63128,42213.31818,42358.25504,Y
6194,8895,6180,21966_29.2616709_-94.8475435_0_246.23.jpg,yqh7JugFnML5bvaH0ujfqA,1.48683194,0.529602957,29.2616709,-94.84754355,29.26159348,-94.84785261,"[2019, 9]",12,Y,113.8840027,1225.837203,1.48683194,4.878057546,12,Y,8.621942454,7.121942454,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27117.90006,39164.38586,39681.32453,44757.57177,44911.24417,Y
6332,8826,6194,21981_29.2613385_-94.8480955_0_49.96.jpg,Dcw2aHdKLdlnxQILhQ_eXg,1.598499073,0.517264902,29.2613385,-94.8480955,29.26158145,-94.84788403,"[2021, 4]",12,Y,113.8840027,1225.837203,1.598499073,5.244419531,12,Y,8.255580469,6.755580469,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,26668.79991,38515.78359,39024.16123,44016.34062,44167.46805,Y
7271,911,2529,1468_29.2816399_-94.8206414_0_74.32.jpg,z4m9ysSVdGUoSc2CeMtHhg,2.093020744,0.804671378,29.2816399,-94.8206414,29.28166096,-94.82050351,"[2021, 4]",10,Y,113.8820038,1225.815687,2.093020744,6.866865958,10,Y,4.633134042,3.133134042,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,23259.66944,33592.22753,34035.61815,38389.63644,38521.44492,Y
7272,912,4416,18341_29.2816399_-94.8206414_0_74.32.jpg,z4m9ysSVdGUoSc2CeMtHhg,2.093020744,0.804671378,29.28163991,-94.82064143,29.28166097,-94.82050354,"[2021, 4]",10,Y,113.8820038,1225.815687,2.093020744,6.866865958,10,Y,4.633134042,3.133134042,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,23259.66944,33592.22753,34035.61815,38389.63644,38521.44492,Y
6311,8841,8782,27825_29.1403286_-95.0473961_0_309.57.jpg,Go5zLiOlaGO74prEYOq8LA,1.577947569,0.416664102,29.1403286,-95.0473961,29.1404746,-95.04774348,"[2016, 10]",12,Y,113.8570023,1225.546573,1.577947569,5.176993337,12,Y,8.323006663,6.823006663,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,26745.11103,38625.99412,39135.82645,44142.29065,44293.85052,Y
6217,8880,10887,5677_29.3024474_-94.7907282_0_178.10.jpg,r3qWA6p1ZwgK8y4dxJW2wA,1.5082808,0.533697656,29.3024474,-94.7907282,29.30228249,-94.79071953,"[2019, 8]",12,Y,113.8339996,1225.298974,1.5082808,4.948427822,12,Y,8.551572178,7.051572178,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27019.76877,39022.66206,39537.73009,44595.60796,44748.72426,Y
7074,1399,39,10082_29.2898939_-94.797888_0_313.49.jpg,N-o0xvEGAMlEc0p0qWsSMw,1.828445516,0.847063194,29.2898939,-94.797888,29.29008022,-94.79806155,"[2021, 4]",10,Y,113.8330002,1225.288217,1.828445516,5.998836995,10,Y,5.501163005,4.001163005,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24047.35001,34729.81657,35188.22246,39689.68805,39825.96018,Y
7094,1355,2673,14946_29.2898674_-94.7979885_0_343.04.jpg,Vj7qkrb9XiD-0gxi7rvApA,1.853156289,0.847174089,29.28986742,-94.7979885,29.29004805,-94.79802563,"[2021, 4]",10,Y,113.8330002,1225.288217,1.853156289,6.079909085,10,Y,5.420090915,3.920090915,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,23972.84751,34622.21809,35079.20376,39566.7231,39702.57303,Y
7095,1356,2705,15017_29.2898674_-94.7979885_0_343.04.jpg,Vj7qkrb9XiD-0gxi7rvApA,1.853156289,0.847174089,29.28986742,-94.7979885,29.29004805,-94.79802563,"[2021, 4]",10,Y,113.8330002,1225.288217,1.853156289,6.079909085,10,Y,5.420090915,3.920090915,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,23972.84751,34622.21809,35079.20376,39566.7231,39702.57303,Y
6040,9009,364,10830_29.3075483_-94.7882864_0_71.83.jpg,T38u4HXEFH_Q1AiCNKD1fw,1.349181949,0.375045603,29.3075483,-94.7882864,29.30756633,-94.78814724,"[2019, 9]",12,Y,113.8320007,1225.277458,1.349181949,4.426449964,12,Y,9.073550036,7.573550036,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27658.86201,39945.65736,40472.90819,45650.41904,45807.15698,Y
6641,8586,361,10824_29.3078986_-94.7880286_0_193.44.jpg,XYH1dUqdnCyfShctomyA6Q,1.903524853,0.40983029,29.3078986,-94.7880286,29.30763977,-94.78814904,"[2021, 4]",12,Y,113.8320007,1225.277458,1.903524853,6.245160279,12,Y,7.254839721,5.754839721,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25658.69428,37056.96242,37546.08478,42349.18073,42494.58406,Y
6623,6000,3164,15843_29.2879913_-94.8160962_0_149.15.jpg,CuiWdA2wUTKq-qEfzIJ1BQ,1.57685149,0.738147967,29.28799126,-94.81609617,29.28782399,-94.81598631,"[2021, 4]",11,Y,113.7870026,1224.793103,1.57685149,5.173397277,11,Y,7.326602723,5.826602723,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25714.47245,37137.51872,37627.70436,42441.24153,42586.96094,Y
6737,5609,3181,15873_29.2879665_-94.8161943_0_133.63.jpg,jAj37ASB7e0BvPnFKrDMCA,1.703712065,0.73578176,29.2879665,-94.8161943,29.28782712,-94.81598302,"[2021, 4]",11,Y,113.7870026,1224.793103,1.703712065,5.589606512,11,Y,6.910393488,5.410393488,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25332.1448,36585.35106,37068.24852,41810.2171,41953.76994,Y
6547,8671,1501,12902_29.2957425_-94.8161964_0_313.64.jpg,#NAME?,1.786829006,0.583822068,29.2957425,-94.8161964,29.29592131,-94.81642841,"[2020, 2]",12,Y,113.7419968,1224.308664,1.786829006,5.862299888,12,Y,7.637700112,6.137700112,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25989.96111,37535.38671,38030.82389,42895.93025,43043.21082,Y
6548,8672,1520,12937_29.2957425_-94.8161964_0_313.64.jpg,#NAME?,1.786829006,0.583822068,29.29574245,-94.81619636,29.29592126,-94.81642837,"[2020, 2]",12,Y,113.7419968,1224.308664,1.786829006,5.862299888,12,Y,7.637700112,6.137700112,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25989.96111,37535.38671,38030.82389,42895.93025,43043.21082,Y
6567,8661,11089,5935_29.3004089_-94.7933072_0_253.45.jpg,k42peYsT3pQ_g_y1KUyO2w,1.80166359,0.654368416,29.3004089,-94.7933072,29.30036305,-94.79348689,"[2019, 10]",12,Y,113.737999,1224.265632,1.80166359,5.910969783,12,Y,7.589030217,6.089030217,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25944.35896,37469.52687,37964.09476,42820.66478,42967.68692,Y
6107,6949,12079,7358_29.2940656_-94.8087073_0_221.50.jpg,xWXLd__5UJVckbTAUqrtdg,1.098706238,0.703265722,29.2940656,-94.8087073,29.29385018,-94.80890519,"[2019, 1]",11,Y,113.6940002,1223.792033,1.098706238,3.604679259,11,Y,8.895320741,7.395320741,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27407.2151,39582.22227,40104.67605,45235.08067,45390.39257,Y
6108,6950,12080,7359_29.2940656_-94.8087073_0_221.50.jpg,xWXLd__5UJVckbTAUqrtdg,1.098706238,0.703265722,29.29406562,-94.80870728,29.2938502,-94.80890517,"[2019, 1]",11,Y,113.6940002,1223.792033,1.098706238,3.604679259,11,Y,8.895320741,7.395320741,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27407.2151,39582.22227,40104.67605,45235.08067,45390.39257,Y
7006,4687,1899,13559_29.2936439_-94.8088875_0_356.65.jpg,2FqN0q8eLgBNz8naQBREMw,2.035612016,0.702931948,29.2936439,-94.8088875,29.29379118,-94.80889581,"[2019, 10]",11,Y,113.6940002,1223.792033,2.035612016,6.678517113,11,Y,5.821482887,4.321482887,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24311.9898,35112.01632,35575.46694,40126.47092,40264.24271,Y
7323,3978,4153,17843_29.2824132_-94.8263879_0_344.43.jpg,JADOxqZ-xdx2VaFZv6RN4g,2.433958396,0.581245081,29.28241322,-94.82638791,29.28257921,-94.82645697,"[2020, 2]",11,Y,113.6490021,1223.307678,2.433958396,7.985427808,11,Y,4.514572192,3.014572192,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,23103.30212,33366.39772,33806.80757,38131.55519,38262.47756,Y
7487,3771,1773,1333_29.2823888_-94.8264872_0_13.68.jpg,KpXc2fRSdJUJkbPulePHig,2.602312535,0.5758243,29.2823888,-94.8264872,29.28260343,-94.82645537,"[2020, 2]",11,Y,113.6490021,1223.307678,2.602312535,8.537770784,11,Y,3.962229216,2.462229216,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,22596.53807,32634.51573,33065.26532,37295.15088,37423.20151,Y
7100,1372,3468,16349_29.2869413_-94.8091418_0_178.04.jpg,tYK28dFVXFIZaFpHvOju0Q,1.844591769,0.829020182,29.28694133,-94.80914181,29.28683193,-94.80912556,"[2021, 4]",10,Y,113.6480026,1223.296919,1.844591769,6.051810266,10,Y,5.448189734,3.948189734,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,23959.66753,34603.18322,35059.91765,39544.96981,39680.74505,Y
7224,1027,12679,8803_29.286968_-94.8090399_0_193.50.jpg,HrfOQGobC3ojfiCYdDCsxQ,2.021523732,0.829643182,29.286968,-94.8090399,29.28680715,-94.80908735,"[2021, 4]",10,Y,113.6480026,1223.296919,2.021523732,6.632295709,10,Y,4.867704291,3.367704291,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,23427.08799,33834.01781,34280.59988,38665.95753,38798.71474,Y
6801,5449,11990,7164_29.2955383_-94.7872965_0_177.32.jpg,ctXn76B7xupuzvOvsVMgrw,1.756727452,0.808627096,29.29553834,-94.78729647,29.29539611,-94.78728251,"[2019, 10]",11,Y,113.598999,1222.769449,1.756727452,5.763541509,11,Y,6.736458491,5.236458491,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25130.77818,36294.53208,36773.59097,41477.86538,41620.2771,Y
6802,5450,11999,7178_29.2955383_-94.7872965_0_177.32.jpg,ctXn76B7xupuzvOvsVMgrw,1.756727452,0.808627096,29.29553834,-94.78729647,29.29539611,-94.78728251,"[2019, 10]",11,Y,113.598999,1222.769449,1.756727452,5.763541509,11,Y,6.736458491,5.236458491,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25130.77818,36294.53208,36773.59097,41477.86538,41620.2771,Y
7230,1017,2805,15221_29.2893758_-94.7926192_0_344.18.jpg,4ebRSnWEhH6r2JphCtxIvg,2.027891234,0.96003159,29.28937578,-94.79261923,29.2895437,-94.79266102,"[2021, 4]",10,Y,113.598999,1222.769449,2.027891234,6.653186463,10,Y,4.846813537,3.346813537,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,23397.82809,33791.75989,34237.78419,38617.66463,38750.25603,Y
6673,8572,686,11560_29.3039524_-94.7833688_0_56.64.jpg,NpjZB2PNuRPLZGxhj69NpQ,1.920908866,0.632320924,29.3039524,-94.7833688,29.30402267,-94.78321192,"[2019, 10]",12,Y,113.552002,1222.263577,1.920908866,6.302194442,12,Y,7.197805558,5.697805558,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25543.29712,36890.3028,37377.22539,42158.71995,42303.46934,Y
6674,8573,696,11571_29.3039524_-94.7833688_0_56.64.jpg,NpjZB2PNuRPLZGxhj69NpQ,1.920908866,0.632320924,29.30395244,-94.78336877,29.30402271,-94.78321189,"[2019, 10]",12,Y,113.552002,1222.263577,1.920908866,6.302194442,12,Y,7.197805558,5.697805558,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25543.29712,36890.3028,37377.22539,42158.71995,42303.46934,Y
7027,1528,13077,9346_29.2831381_-94.8118307_0_218.39.jpg,AVfvrKpRVGB_yrlF16QzmA,1.741226702,0.878521812,29.28313808,-94.8118307,29.28303928,-94.81192024,"[2019, 10]",10,Y,113.5090027,1221.800737,1.741226702,5.71268603,10,Y,5.78731397,4.28731397,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24241.11977,35009.66396,35471.76361,40009.5013,40146.87149,Y
7028,1529,13106,9402_29.2831381_-94.8118307_0_218.39.jpg,AVfvrKpRVGB_yrlF16QzmA,1.741226702,0.878521812,29.28313808,-94.8118307,29.28303928,-94.81192024,"[2019, 10]",10,Y,113.5090027,1221.800737,1.741226702,5.71268603,10,Y,5.78731397,4.28731397,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24241.11977,35009.66396,35471.76361,40009.5013,40146.87149,Y
7029,1530,13111,9410_29.2831381_-94.8118307_0_218.39.jpg,AVfvrKpRVGB_yrlF16QzmA,1.741226702,0.878521812,29.28313808,-94.8118307,29.28303928,-94.81192024,"[2019, 10]",10,Y,113.5090027,1221.800737,1.741226702,5.71268603,10,Y,5.78731397,4.28731397,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24241.11977,35009.66396,35471.76361,40009.5013,40146.87149,Y
6640,6023,2130,13939_29.2925826_-94.8165814_0_159.19.jpg,zI5h562KYRCai6eHb8F0ow,1.56861422,0.66608398,29.2925826,-94.8165814,29.29248122,-94.81654029,"[2020, 3]",11,Y,113.461998,1221.294782,1.56861422,5.146372113,11,Y,7.353627887,5.853627887,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25665.77965,37067.1953,37556.45273,42360.875,42506.31848,Y
7239,1019,2843,15295_29.2894274_-94.8070224_0_133.42.jpg,0sK0xifUgPDmUlM2gg2SSA,2.026215758,0.791469931,29.2894274,-94.8070224,29.28930933,-94.80690449,"[2019, 10]",10,Y,113.461998,1221.294782,2.026215758,6.647689495,10,Y,4.852310505,3.352310505,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,23374.64525,33758.27862,34203.86099,38579.4018,38711.86182,Y
6835,5370,1673,13183_29.2951638_-94.789069_0_41.65.jpg,WNGSll0Xxwd39uSCjShYMQ,1.784389473,0.834366222,29.29516381,-94.789069,29.29529709,-94.78890372,"[2019, 10]",11,Y,113.413002,1220.767394,1.784389473,5.854296171,11,Y,6.645703829,5.145703829,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25006.53851,36115.10187,36591.79242,41272.81019,41414.51787,Y
5792,7301,4790,1898_29.2777161_-94.8283858_0_349.58.jpg,UkFxvSQYUyhG3-1ZrJoriQ,0.793312845,0.266894156,29.2777161,-94.8283858,29.27793008,-94.82848552,"[2020, 3]",11,Y,113.2779999,1219.314243,0.793312845,2.602732431,11,Y,9.897267569,8.397267569,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28528.6216,41201.78708,41745.61782,47085.94049,47247.6072,Y
6693,1981,2996,15530_29.2889834_-94.7978394_0_163.63.jpg,g7AE21RcZfRZb1nRNXawtw,1.308336809,0.874362328,29.28898342,-94.79783942,29.28882467,-94.79776608,"[2021, 4]",10,Y,113.2289963,1218.786773,1.308336809,4.292443599,10,Y,7.207556401,5.707556401,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25479.55078,36798.23866,37283.94607,42053.50784,42197.896,Y
5634,10647,4031,17314_29.2833895_-94.8720096_0_79.58.jpg,-8YI8h4KrNNkLWwZYVv_PQ,1.552887357,0.289277674,29.2833895,-94.8720096,29.28341043,-94.87186025,"[2020, 2]",14,Y,113.189003,1218.356288,1.552887357,5.094774793,14,Y,10.40522521,8.905225207,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29125.08146,42063.21013,42618.41097,48070.38601,48235.43275,Y
5646,10644,4018,17296_29.2833051_-94.8719642_0_34.50.jpg,7OLK3fTFuK_xm4Bp9IlWZg,1.5694695,0.291592231,29.2833051,-94.8719642,29.28340906,-94.87186144,"[2020, 2]",14,Y,113.189003,1218.356288,1.5694695,5.14917815,14,Y,10.35082185,8.85082185,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,29058.79879,41967.48295,42521.42026,47960.98773,48125.65886,Y
6885,5205,3255,15992_29.287563_-94.8193162_0_163.15.jpg,7daDq6YXlx6U0TG_Fuhdag,1.83370334,0.739261708,29.287563,-94.8193162,29.28743885,-94.81927497,"[2019, 10]",11,Y,113.1839981,1218.302416,1.83370334,6.016087073,11,Y,6.483912927,4.983912927,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24808.21254,35828.67428,36301.58422,40945.477,41086.0608,Y
6716,5803,1692,13214_29.295017_-94.8090272_0_254.46.jpg,qm148FYa2FGGl1e0OiYJbw,1.63539649,0.686543269,29.295017,-94.8090272,29.29494026,-94.80919832,"[2019, 1]",11,Y,113.1360016,1217.785786,1.63539649,5.365474049,11,Y,7.134525951,5.634525951,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25391.92291,36671.68417,37155.72117,41908.87972,42052.7713,Y
7839,7971,2606,14837_29.289988_-94.8264201_0_358.87.jpg,x6A1lbzY9jVKdwHdrQfnFQ,3.406829244,0.631659264,29.28998801,-94.8264201,29.29016399,-94.82643184,"[2020, 3]",12,Y,113.0920029,1217.312188,3.406829244,11.1772613,12,Y,2.322738701,0.822738701,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20988.96251,30312.81275,30712.91771,34641.87839,34760.81917,Y
6604,6190,10942,575_29.289586_-94.8243034_0_174.32.jpg,K6IzNNaDSfQ_ep8PIPGkaw,1.500985473,0.644135537,29.289586,-94.8243034,29.28947602,-94.82426646,"[2020, 2]",11,Y,113.0910034,1217.30143,1.500985473,4.924493022,11,Y,7.575506978,6.075506978,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,25784.42876,37238.55147,37730.07067,42556.70307,42702.81892,Y
7495,8090,10431,5040_29.3062264_-94.7835538_0_358.34.jpg,g2ldZBw3vBlHHUr-8Ffu9Q,2.886661378,0.560163773,29.3062264,-94.7835538,29.30635461,-94.78357377,"[2021, 3]",12,Y,113.0400009,1216.752443,2.886661378,9.470673812,12,Y,4.029326188,2.529326188,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,22536.68223,32548.07035,32977.67893,37196.35998,37324.07141,Y
5833,7282,630,11449_29.3048421_-94.7762059_0_282.12.jpg,mq8CDf9btgTKd2Jjrftb6A,0.810824288,0.687876981,29.3048421,-94.7762059,29.30485654,-94.77634286,"[2019, 9]",11,Y,113.0390015,1216.741686,0.810824288,2.660184672,11,Y,9.839815328,8.339815328,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28398.52625,41013.89995,41555.25073,46871.22063,47032.15011,Y
5860,7261,10632,5335_29.3049261_-94.7762362_0_222.14.jpg,NqpViouEuWRxd0v4Gu84dA,0.828240148,0.687509343,29.30492605,-94.77623616,29.3048526,-94.77634103,"[2019, 9]",11,Y,113.0390015,1216.741686,0.828240148,2.71732332,11,Y,9.78267668,8.28267668,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28329.00327,40913.49303,41453.51852,46756.47429,46917.0098,Y
6853,5386,12126,7485_29.2936027_-94.8073419_0_223.18.jpg,HUL8K_cjvuAbFneD7ol3lQ,1.779039546,0.707084456,29.2936027,-94.8073419,29.29349965,-94.80745573,"[2020, 2]",11,Y,112.9509964,1215.794407,1.779039546,5.836743917,11,Y,6.663256083,5.163256083,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24920.67541,35991.09612,36466.1499,41131.0948,41272.31591,Y
7341,910,2726,15070_29.2896306_-94.8062408_0_342.10.jpg,Ca7GcChUQoYh2U8J_GAFKA,2.094241321,0.748235651,29.2896306,-94.80624077,29.28973669,-94.80628239,"[2019, 10]",10,Y,112.9039993,1215.288534,2.094241321,6.870870476,10,Y,4.629129524,3.129129524,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,23056.2683,33298.47025,33737.98351,38053.92678,38184.58262,Y
7454,767,12602,8700_29.2873089_-94.8005198_0_328.97.jpg,wLLSvWzfymplxjrcWWsJ7Q,2.207286394,0.901557325,29.2873089,-94.8005198,29.2874148,-94.80060653,"[2021, 4]",10,Y,112.8789978,1215.01942,2.207286394,7.241753261,10,Y,4.258246739,2.758246739,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,22713.19038,32802.98807,33235.96136,37487.68327,37616.39495,Y
7388,853,4420,18351_29.2812854_-94.8234667_0_313.41.jpg,U6HIH1dQd5u2UqrCCUcFmA,2.12975529,0.807969287,29.2812854,-94.8234667,29.28142838,-94.82358535,"[2021, 4]",10,Y,112.8590012,1214.804179,2.12975529,6.987386122,10,Y,4.512613878,3.012613878,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,22940.92142,33131.88323,33569.19768,37863.54896,37993.55115,Y
7527,678,4449,18392_29.2813109_-94.8233693_0_313.61.jpg,2JbyA9M7WD0jg3gnGcuR_Q,2.30596511,0.792841359,29.2813109,-94.8233693,29.28144716,-94.82361132,"[2021, 4]",10,Y,112.8590012,1214.804179,2.30596511,7.565502329,10,Y,3.934497671,2.434497671,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,22414.19793,32371.17529,32798.449,36994.20199,37121.21933,Y
6287,6765,10557,5230_29.3052077_-94.7775696_0_74.17.jpg,NihjSblwG9UA7lYEqYuV_g,1.193475807,0.656690948,29.3052077,-94.7775696,29.30528676,-94.77724934,"[2021, 4]",11,Y,112.7279968,1213.394059,1.193475807,3.915603041,11,Y,8.584396959,7.084396959,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,26797.07607,38701.04339,39211.86631,44228.05795,44379.91229,Y
6044,7124,5270,1987_29.2773604_-94.829245_0_180.22.jpg,wFztuajzdkWUdWuUTMm88Q,0.981838105,0.213048805,29.2773604,-94.829245,29.27722928,-94.82928041,"[2020, 3]",11,Y,112.7200012,1213.307995,0.981838105,3.221253625,11,Y,9.278746375,7.778746375,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,27637.63509,39915.00089,40441.84708,45615.38443,45772.00208,Y
7012,1618,12626,8728_29.2868222_-94.8132481_0_313.25.jpg,zrCyWM5boR5LHxroo32XyA,1.668414306,0.78288172,29.2868222,-94.8132481,29.28697403,-94.81346228,"[2019, 10]",10,Y,112.7190018,1213.297238,1.668414306,5.473800217,10,Y,6.026199783,4.526199783,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,24289.78585,35079.94879,35542.97615,40089.82373,40227.46969,Y
7189,4304,11120,6004_29.2999981_-94.7810231_0_312.56.jpg,aXtRYoDDbQYZAl2nIeUCew,2.220742054,0.779203238,29.2999981,-94.7810231,29.30011599,-94.78118588,"[2019, 10]",11,Y,112.6699982,1212.769767,2.220742054,7.285899127,11,Y,5.214100873,3.714100873,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,23540.55932,33997.89609,34446.64122,38853.23977,38986.64001,Y
7218,4254,11128,6005_29.2999719_-94.7811212_0_342.81.jpg,pmNt9MEtuCV5vr2LFofVYg,2.250884434,0.795403412,29.2999719,-94.7811212,29.30011719,-94.7811849,"[2019, 10]",11,Y,112.6699982,1212.769767,2.250884434,7.38479145,11,Y,5.11520855,3.61520855,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,23450.6091,33867.98762,34315.01806,38704.77868,38837.66918,Y
7474,755,12929,9136_29.2847458_-94.8102982_0_133.61.jpg,#NAME?,2.214174393,0.870063389,29.2847458,-94.8102982,29.2846137,-94.81019114,"[2021, 4]",10,Y,112.5790024,1211.790297,2.214174393,7.264351683,10,Y,4.235648317,2.735648317,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,22632.28775,32686.14635,33117.57743,37354.15503,37482.40825,Y
7467,3867,2037,13764_29.2934419_-94.785999_0_73.45.jpg,kaLcKMbpeYdhksQ5U9bYgw,2.510828295,0.91922783,29.2934419,-94.785999,29.29346377,-94.78580872,"[2016, 11]",11,Y,112.5770035,1211.768781,2.510828295,8.23762564,11,Y,4.26237436,2.76237436,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,22656.17524,32720.6453,33152.53173,37393.58088,37521.96946,Y
7468,3868,2038,13765_29.2934419_-94.785999_0_73.45.jpg,kaLcKMbpeYdhksQ5U9bYgw,2.510828295,0.91922783,29.29344191,-94.78599903,29.29346378,-94.78580875,"[2016, 11]",11,Y,112.5770035,1211.768781,2.510828295,8.23762564,11,Y,4.26237436,2.76237436,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,22656.17524,32720.6453,33152.53173,37393.58088,37521.96946,Y
